25.76,102397,44.06
25.91,102397,44.20
25.96,102404,43.80
25.97,102404,43.86
25.98,102397,43.46
25.98,102403,43.77
25.98,102403,43.85
25.98,102403,43.55
25.99,102399,44.05
26.01,102399,43.72
26.01,102405,43.69
26.01,102402,44.02
26.02,102404,44.91
26.03,102400,44.05
26.03,102397,43.60
26.03,102403,43.64
26.03,102405,43.93
26.01,102400,43.84
26.02,102401,44.08
26.03,102405,42.70
26.02,102404,43.94
26.01,102394,43.96
26.03,102405,44.08
26.02,102398,44.02
26.04,102401,43.81
26.04,102407,43.74
26.02,102398,43.67
26.01,102399,43.60
26.03,102406,43.55
26.02,102398,43.82
26.02,102395,43.43
26.03,102400,44.13
26.05,102400,44.24
26.04,102393,45.50
26.05,102406,44.06
26.05,102397,44.60
26.04,102402,44.98
26.03,102397,44.63
26.06,102404,44.60
26.05,102403,44.63
26.05,102403,44.92
26.03,102400,44.97
26.04,102405,44.87
26.04,102405,44.36
26.05,102409,44.66
26.05,102403,44.51
26.05,102397,44.11
26.06,102411,44.16
26.07,102407,43.91
26.07,102395,43.72
26.05,102392,42.90
26.06,102394,44.16
26.07,102401,44.56
26.07,102401,45.03
26.07,102401,44.92
26.06,102410,44.69
26.05,102398,45.14
26.07,102397,44.53
26.07,102407,44.61
26.08,102396,44.75
26.07,102407,44.47
26.07,102401,44.42
26.07,102398,43.78
26.07,102406,43.80
26.06,102404,43.42
26.05,102398,43.36
26.06,102399,43.09
26.05,102392,43.04
26.05,102403,42.86
26.06,102399,42.96
26.06,102399,42.30
26.05,102398,42.84
26.07,102400,42.09
26.07,102395,42.73
26.08,102403,42.63
26.08,102397,42.77
26.10,102399,42.76
26.10,102402,42.71
26.10,102404,40.40
26.10,102399,42.85
26.10,102404,42.88
26.08,102397,42.71
26.10,102399,42.72
26.10,102399,42.60
26.10,102402,42.86
26.11,102400,42.50
26.10,102396,42.45
26.10,102407,42.57
26.10,102390,42.40
26.11,102400,42.23
26.12,102396,42.37
26.12,102402,42.59
26.11,102401,43.10
26.12,102402,43.37
26.11,102393,43.56
26.12,102397,43.63
26.14,102397,43.56
26.14,102394,44.02
26.14,102397,44.39
26.16,102403,43.35
26.13,102399,43.16
26.14,102394,42.86
26.14,102400,42.80
26.15,102408,42.61
26.15,102401,42.68
26.14,102397,42.44
26.15,102397,43.05
26.14,102401,42.45
26.16,102395,42.36
26.14,102395,42.36
26.13,102398,42.33
26.12,102402,42.33
26.13,102399,42.26
26.14,102401,42.27
26.13,102401,42.16
26.14,102400,42.33
26.15,102401,41.99
26.14,102400,41.45
26.14,102405,42.20
26.14,102400,44.22
26.14,102400,42.15
26.15,102397,42.04
26.14,102401,42.14
26.15,102399,42.34
26.16,102397,43.08
26.17,102399,43.97
26.17,102394,43.85
26.18,102401,43.97
26.17,102402,44.67
26.16,102395,43.70
26.17,102399,43.58
26.17,102400,43.64
26.18,102401,43.22
26.17,102400,43.06
26.17,102391,43.60
26.19,102400,43.50
26.19,102397,43.98
26.19,102397,44.03
26.19,102394,40.86
26.20,102398,44.34
26.20,102396,44.37
26.21,102395,44.50
26.22,102403,44.54
26.22,102407,44.73
26.23,102404,45.82
26.23,102403,45.43
26.22,102399,45.05
26.21,102395,44.31
26.21,102401,43.96
26.23,102401,44.19
26.21,102401,43.71
26.23,102398,43.76
26.22,102402,43.23
26.21,102401,43.17
26.23,102403,43.29
26.23,102401,43.25
26.23,102403,43.08
26.23,102403,43.09
26.22,102402,43.03
26.21,102401,42.64
26.22,102402,42.76
26.23,102403,42.67
26.21,102394,41.47
26.20,102394,42.54
26.22,102402,41.07
26.23,102403,42.48
26.22,102402,42.26
26.22,102399,42.32
26.21,102400,42.28
26.21,102400,42.28
26.21,102401,42.30
26.21,102404,42.27
26.23,102403,42.53
26.24,102405,42.19
26.24,102399,42.08
26.23,102407,44.50
26.24,102399,42.15
26.23,102401,44.26
26.24,102394,42.31
26.24,102399,42.34
26.23,102395,42.36
26.24,102399,42.52
26.23,102396,42.46
26.24,102403,42.70
26.24,102399,43.00
26.23,102399,43.37
26.25,102402,43.83
26.26,102397,43.71
26.25,102395,44.60
26.26,102408,43.37
26.27,102404,44.51
26.25,102401,47.40
26.26,102400,44.57
26.27,102402,44.86
26.27,102405,44.84
26.27,102397,44.64
26.27,102394,44.42
26.28,102406,44.52
26.28,102398,44.12
26.28,102395,44.29
26.28,102398,43.99
26.28,102395,44.01
26.28,102401,45.20
26.28,102403,43.61
26.29,102396,41.91
26.29,102399,43.52
26.28,102400,43.60
26.26,102392,43.82
26.28,102407,43.95
26.28,102398,43.88
26.27,102404,42.89
26.28,102406,44.14
26.27,102402,42.86
26.27,102397,44.84
26.27,102394,43.56
26.28,102400,44.84
26.28,102400,44.71
26.29,102405,44.61
26.27,102400,44.62
26.28,102398,44.59
26.27,102393,43.96
26.28,102406,44.04
26.27,102393,44.09
26.27,102399,43.68
26.28,102398,43.10
26.27,102399,42.21
26.27,102394,43.30
26.26,102404,43.19
26.27,102400,43.19
26.27,102404,43.21
26.27,102400,43.20
26.28,102398,43.37
26.28,102400,43.18
26.28,102401,43.56
26.28,102398,43.19
26.29,102400,43.89
26.29,102403,43.76
26.28,102398,42.61
26.29,102391,43.23
26.29,102408,43.22
26.28,102396,43.07
26.29,102394,42.97
26.30,102395,42.91
26.29,102394,42.99
26.29,102403,42.82
26.29,102392,42.83
26.30,102401,42.61
26.30,102398,42.69
26.29,102402,43.01
26.29,102394,42.91
26.29,102397,43.73
26.28,102398,42.80
26.27,102393,42.76
26.28,102404,42.88
26.28,102401,42.86
26.28,102398,42.74
26.28,102400,46.13
26.27,102393,42.59
26.27,102397,42.43
26.27,102393,42.45
26.27,102402,42.38
26.27,102399,42.34
26.26,102398,42.20
26.27,102402,42.29
26.28,102395,42.21
26.27,102397,42.25
26.28,102400,42.69
26.29,102399,43.26
26.29,102396,41.99
26.28,102395,40.89
26.27,102400,42.31
26.29,102396,42.36
26.28,102396,42.25
26.28,102398,42.14
26.28,102390,42.21
26.27,102394,42.23
26.29,102402,42.24
26.29,102400,41.93
26.28,102398,42.20
26.28,102401,42.45
26.30,102404,42.13
26.30,102404,42.48
26.29,102402,42.14
26.28,102396,42.16
26.27,102402,41.39
26.27,102399,42.07
26.27,102402,42.06
26.28,102400,42.05
26.28,102392,42.11
26.28,102401,41.74
26.28,102392,42.31
26.28,102403,43.55
26.27,102400,42.07
26.27,102391,42.27
26.27,102391,42.20
26.28,102395,42.16
26.27,102394,42.12
26.28,102406,42.20
26.28,102398,42.10
26.27,102402,42.11
26.27,102405,41.07
26.28,102400,42.13
26.28,102396,42.18
26.28,102398,42.17
26.28,102403,42.14
26.27,102400,42.23
26.27,102396,42.31
26.28,102398,42.13
26.27,102399,41.15
26.27,102393,42.17
26.27,102397,39.70
26.28,102395,42.20
26.27,102402,42.29
26.29,102399,42.12
26.28,102400,42.13
26.27,102404,42.12
26.28,102395,42.51
26.29,102405,42.14
26.28,102400,42.17
26.28,102403,41.50
26.28,102400,42.07
26.29,102397,46.00
26.28,102401,42.42
26.28,102400,42.42
26.29,102399,42.47
26.28,102396,42.35
26.28,102392,42.37
26.29,102397,42.67
26.28,102398,42.27
26.28,102396,41.92
26.28,102400,43.70
26.27,102400,42.19
26.27,102396,45.18
26.29,102400,43.23
26.29,102400,43.41
26.29,102396,43.52
26.30,102407,42.26
26.31,102403,44.79
26.29,102406,44.31
26.30,102401,44.06
26.30,102401,43.70
26.30,102398,43.48
26.30,102398,43.47
26.30,102401,43.10
26.29,102397,43.14
26.29,102400,43.78
26.30,102398,42.79
26.29,102396,42.60
26.28,102398,42.66
26.29,102402,42.61
26.28,102400,42.58
26.30,102398,42.24
26.29,102400,42.50
26.30,102404,42.26
26.28,102404,42.39
26.29,102402,42.50
26.29,102396,41.39
26.29,102403,42.28
26.28,102400,42.10
26.27,102400,42.08
26.27,102391,42.25
26.27,102393,42.25
26.28,102401,42.23
26.28,102396,42.36
26.27,102400,42.36
26.27,102399,42.83
26.28,102400,41.54
26.27,102402,42.39
26.27,102402,42.61
26.27,102393,42.33
26.27,102399,42.27
26.26,102398,42.30
26.27,102399,42.30
26.27,102399,42.30
26.24,102395,42.25
26.27,102402,42.27
26.27,102396,42.51
26.26,102395,41.14
26.26,102404,42.50
26.26,102404,43.50
26.27,102399,42.23
26.27,102400,42.26
26.27,102405,42.37
26.27,102404,42.55
26.28,102400,42.49
26.28,102398,43.05
26.28,102401,42.55
26.27,102400,47.29
26.28,102398,42.54
26.28,102398,42.43
26.28,102401,42.43
26.28,102400,42.36
26.28,102392,42.31
26.28,102398,42.21
26.29,102396,42.25
26.30,102401,42.32
26.28,102396,42.30
26.30,102401,42.63
26.30,102398,41.31
26.28,102401,42.46
26.30,102398,41.01
26.29,102397,42.20
26.30,102398,42.45
26.30,102401,42.22
26.29,102396,42.07
26.32,102395,42.18
26.30,102402,42.19
26.30,102393,42.17
26.32,102401,42.18
26.30,102402,42.18
26.32,102404,42.61
26.32,102401,42.20
26.32,102396,42.54
26.33,102397,38.31
26.33,102397,42.34
26.33,102397,42.43
26.33,102403,42.50
26.33,102400,42.68
26.33,102397,42.89
26.33,102406,43.20
26.34,102408,42.90
26.35,102406,42.63
26.35,102397,43.16
26.34,102401,43.18
26.35,102406,43.30
26.35,102404,43.23
26.33,102397,43.30
26.34,102399,43.16
26.34,102405,43.01
26.34,102396,43.01
26.34,102398,42.74
26.35,102394,44.23
26.34,102393,42.74
26.34,102399,41.30
26.34,102402,42.60
26.34,102399,42.58
26.35,102401,42.53
26.34,102399,42.52
26.36,102397,42.35
26.36,102404,42.57
26.35,102400,42.34
26.36,102402,43.39
26.36,102397,42.53
26.35,102394,44.36
26.36,102402,42.57
26.36,102400,42.75
26.36,102399,42.52
26.36,102396,42.48
26.37,102400,42.81
26.38,102394,43.82
26.37,102400,43.57
26.36,102397,42.91
26.37,102401,43.15
26.36,102408,42.69
26.37,102393,42.83
26.37,102395,43.14
26.36,102408,40.66
26.37,102396,42.90
26.37,102398,42.76
26.37,102398,42.85
26.37,102400,42.71
26.37,102398,42.59
26.37,102398,42.82
26.35,102398,42.54
26.36,102405,42.45
26.36,102400,42.38
26.36,102408,42.19
26.36,102402,42.29
26.35,102395,42.02
26.36,102399,42.29
26.36,102397,42.00
26.37,102403,42.56
26.37,102403,42.16
26.35,102395,43.32
26.37,102401,42.21
26.36,102399,42.28
26.35,102398,42.22
26.36,102400,42.31
26.37,102393,42.27
26.37,102400,42.40
26.36,102397,42.33
26.36,102402,42.27
26.37,102404,42.44
26.36,102396,42.39
26.36,102404,41.70
26.36,102397,42.84
26.35,102400,42.07
26.35,102401,42.44
26.35,102395,42.20
26.35,102401,42.15
26.35,102395,42.13
26.35,102394,42.11
26.34,102399,42.13
26.34,102396,42.40
26.34,102391,42.20
26.35,102394,42.04
26.34,102399,42.22
26.34,102398,42.35
26.34,102393,42.46
26.34,102399,42.22
26.34,102393,42.90
26.34,102395,42.23
26.33,102392,42.36
26.35,102401,42.22
26.34,102399,42.13
26.34,102399,42.20
26.34,102405,42.09
26.34,102396,42.16
26.34,102398,42.49
26.34,102398,42.17
26.35,102394,42.47
26.34,102399,41.66
26.34,102396,42.04
26.34,102398,42.16
26.34,102395,42.50
26.33,102397,42.14
26.34,102399,42.22
26.33,102402,42.20
26.32,102396,42.05
26.32,102401,42.90
26.31,102391,42.34
26.33,102397,40.80
26.32,102398,42.24
26.32,102401,42.00
26.31,102400,42.24
26.32,102396,42.25
26.32,102399,42.41
26.32,102398,42.53
26.33,102395,42.55
26.32,102401,42.48
26.31,102400,42.63
26.33,102402,42.42
